PK,event_timestamp,INDE,IDADE,IAA,IEG,IPS,IPP,IDA,IPV,DEFASAGEM
RA-7132024,2026-03-06 11:33:59.499006+00:00,7.467500983,11,8.0,7.5,7.5,7.0,6.8,6.8,0.0
RA-7142024,2026-03-06 11:33:59.499006+00:00,5.465366201,13,0.0,6.9,6.3,7.7,4.0,7.0,1.0
RA-7372024,2026-03-06 11:33:59.499006+00:00,8.469548861,11,8.5,8.7,6.9,7.5,9.3,8.0,0.0
RA-14742024,2026-03-06 11:33:59.499006+00:00,7.384207505,11,8.0,8.0,5.6,6.7,7.5,6.3,0.0
RA-10362024,2026-03-06 11:33:59.499006+00:00,8.284130383,12,10.0,9.1,7.5,7.7,7.0,7.7,0.0
RA-5762024,2026-03-06 11:33:59.499006+00:00,8.93195,12,8.5,10.0,7.5,7.8,9.3,8.5,0.0
RA-5772024,2026-03-06 11:33:59.499006+00:00,6.62915911,12,8.5,5.8,5.6,6.6,8.0,6.5,1.0
RA-5802024,2026-03-06 11:33:59.499006+00:00,7.928152122,12,9.0,8.9,7.5,7.0,9.3,7.2,1.0
RA-5812024,2026-03-06 11:33:59.499006+00:00,7.083301553,12,7.4,8.2,5.6,6.6,8.8,6.2,1.0
RA-8412024,2026-03-06 11:33:59.499006+00:00,6.035771224,12,10.0,6.3,7.5,7.0,3.3,5.8,1.0
RA-7302024,2026-03-06 11:33:59.499006+00:00,8.469255556,11,8.0,7.2,6.9,9.2,9.5,8.7,0.0
RA-8552024,2026-03-06 11:33:59.499006+00:00,8.578533333,10,9.0,10.0,7.5,7.5,8.5,7.4,0.0
RA-8202024,2026-03-06 11:33:59.499006+00:00,7.426572549,11,10.0,6.6,7.5,8.3,6.3,6.4,0.0
RA-7152024,2026-03-06 11:33:59.499006+00:00,5.309825313,11,9.0,5.3,3.8,5.0,2.8,4.7,0.0
RA-10382024,2026-03-06 11:33:59.499006+00:00,7.964638597,11,8.0,7.5,7.5,7.5,8.5,7.3,0.0
RA-14752024,2026-03-06 11:33:59.499006+00:00,7.413901754,10,9.0,8.1,7.5,7.5,5.0,7.0,0.0
RA-10392024,2026-03-06 11:33:59.499006+00:00,7.549644444,13,8.0,9.7,7.5,7.5,7.3,6.8,1.0
RA-7452024,2026-03-06 11:33:59.499006+00:00,8.6102,11,9.0,10.0,6.3,7.5,8.5,8.2,0.0
RA-10402024,2026-03-06 11:33:59.499006+00:00,7.7642,12,9.5,8.5,7.5,7.5,8.3,7.3,1.0
RA-7462024,2026-03-06 11:33:59.499006+00:00,7.903311111,10,8.5,7.4,7.5,7.5,8.0,7.3,0.0
RA-10692024,2026-03-06 11:33:59.499006+00:00,7.678917391,12,9.0,7.1,7.5,8.1,6.3,7.8,0.0
RA-14762024,2026-03-06 11:33:59.499006+00:00,8.80795,11,9.5,10.0,5.6,8.4,8.5,8.8,0.0
RA-8272024,2026-03-06 11:33:59.499006+00:00,8.248346739,12,10.0,9.8,5.0,7.7,7.3,7.9,0.0
RA-14772024,2026-03-06 11:33:59.499006+00:00,7.051498913,11,8.0,8.0,7.5,6.4,5.0,6.3,0.0
RA-7622024,2026-03-06 11:33:59.499006+00:00,5.967732609,14,10.0,6.4,6.3,6.6,3.8,5.8,1.0
RA-7782024,2026-03-06 11:33:59.499006+00:00,8.075413959,11,10.0,8.1,7.5,7.5,7.0,7.7,0.0
RA-5912024,2026-03-06 11:33:59.499006+00:00,6.836033696,13,7.4,7.9,6.3,5.8,7.5,6.5,1.0
RA-14782024,2026-03-06 11:33:59.499006+00:00,6.721033333,11,8.0,6.7,6.3,6.9,4.3,7.1,0.0
RA-14792024,2026-03-06 11:33:59.499006+00:00,6.615766239,12,8.5,6.2,7.5,7.2,4.3,6.0,0.0
RA-14802024,2026-03-06 11:33:59.499006+00:00,7.09445,12,8.5,8.9,7.5,7.2,5.5,7.0,1.0
RA-4382024,2026-03-06 11:33:59.499006+00:00,7.930283696,12,9.2,8.7,7.5,8.0,8.3,7.9,1.0
RA-6072024,2026-03-06 11:33:59.499006+00:00,7.648602174,12,8.5,7.5,7.5,7.2,7.0,7.2,0.0
RA-14812024,2026-03-06 11:33:59.499006+00:00,6.860721739,12,8.5,8.8,7.5,6.9,4.8,6.8,1.0
RA-14822024,2026-03-06 11:33:59.499006+00:00,5.2257,14,8.5,5.0,7.5,7.5,0.0,6.9,1.0
RA-14832024,2026-03-06 11:33:59.499006+00:00,7.311433696,11,9.5,7.9,7.5,5.8,6.5,5.7,0.0
RA-14842024,2026-03-06 11:33:59.499006+00:00,7.7542,14,9.0,10.0,6.3,7.5,7.0,7.9,1.0
RA-14852024,2026-03-06 11:33:59.499006+00:00,6.738687578,13,9.0,7.7,5.6,7.5,5.0,7.4,1.0
RA-14862024,2026-03-06 11:33:59.499006+00:00,6.86547451,11,8.0,5.4,6.3,7.9,5.8,7.1,0.0
RA-5972024,2026-03-06 11:33:59.499006+00:00,7.843291097,11,9.0,9.3,7.5,7.5,6.0,6.9,0.0
RA-6242024,2026-03-06 11:33:59.499006+00:00,7.229425673,12,8.0,8.2,7.5,7.9,4.0,7.2,0.0
RA-14872024,2026-03-06 11:33:59.499006+00:00,8.026743478,13,10.0,9.6,6.3,7.7,8.3,7.8,1.0
RA-14882024,2026-03-06 11:33:59.499006+00:00,6.766893582,11,8.0,7.1,7.5,7.5,3.5,6.7,0.0
RA-14892024,2026-03-06 11:33:59.499006+00:00,5.984228986,12,9.0,5.8,6.3,6.7,5.0,5.7,1.0
RA-6002024,2026-03-06 11:33:59.499006+00:00,7.847373913,11,8.0,8.0,7.5,7.5,7.5,7.2,0.0
RA-6632024,2026-03-06 11:33:59.499006+00:00,6.696419462,12,8.5,7.1,5.6,6.9,6.5,6.9,1.0
RA-14902024,2026-03-06 11:33:59.499006+00:00,7.372576812,12,8.5,9.6,6.3,6.7,7.8,6.3,1.0
RA-14912024,2026-03-06 11:33:59.499006+00:00,7.5072,12,9.0,6.3,7.5,7.5,6.5,7.8,0.0
RA-10662024,2026-03-06 11:33:59.499006+00:00,7.93262236,11,9.5,8.4,6.3,7.5,7.3,7.4,0.0
RA-6302024,2026-03-06 11:33:59.499006+00:00,6.879985507,11,0.0,8.5,7.5,7.5,5.8,7.7,0.0
RA-8342024,2026-03-06 11:33:59.499006+00:00,8.51364617,11,8.0,9.1,6.3,7.7,8.8,8.7,0.0
RA-7842024,2026-03-06 11:33:59.499006+00:00,8.885745455,11,8.0,9.8,5.6,9.4,8.8,9.4,0.0
RA-10592024,2026-03-06 11:33:59.499006+00:00,8.67845,11,8.0,10.0,6.3,9.1,7.5,9.2,0.0
RA-6122024,2026-03-06 11:33:59.499006+00:00,9.134040909,12,8.0,9.5,6.3,9.7,9.8,9.4,0.0
RA-10602024,2026-03-06 11:33:59.499006+00:00,6.448416667,12,9.6,6.0,6.3,7.8,3.3,6.2,0.0
RA-7612024,2026-03-06 11:33:59.499006+00:00,8.174593939,11,8.5,8.9,6.3,8.8,7.3,8.0,0.0
RA-14932024,2026-03-06 11:33:59.499006+00:00,6.378661324,12,8.5,7.8,7.5,7.2,4.0,5.9,1.0
RA-6652024,2026-03-06 11:33:59.499006+00:00,5.69870303,12,8.3,5.1,5.6,7.5,4.8,5.4,1.0
RA-11152024,2026-03-06 11:33:59.499006+00:00,6.570068687,12,8.0,4.3,7.5,7.5,6.3,5.8,0.0
RA-10612024,2026-03-06 11:33:59.499006+00:00,8.76595,11,8.5,10.0,6.3,8.4,8.5,8.7,0.0
RA-14942024,2026-03-06 11:33:59.499006+00:00,5.874882353,11,0.0,6.8,7.5,7.5,4.3,5.8,0.0
RA-14952024,2026-03-06 11:33:59.499006+00:00,8.48450303,11,9.0,8.3,7.5,8.8,8.3,8.2,0.0
RA-6062024,2026-03-06 11:33:59.499006+00:00,6.645260606,11,8.5,7.6,6.9,8.1,3.3,5.6,0.0
RA-5942024,2026-03-06 11:33:59.499006+00:00,6.890966667,12,6.9,5.8,6.3,8.1,7.0,6.1,0.0
RA-14962024,2026-03-06 11:33:59.499006+00:00,6.77997381,12,9.0,5.7,7.5,7.8,4.3,6.8,0.0
RA-14972024,2026-03-06 11:33:59.499006+00:00,5.242378788,12,0.0,5.0,7.5,6.9,2.0,7.0,0.0
RA-14982024,2026-03-06 11:33:59.499006+00:00,7.147881818,13,8.5,7.8,7.5,8.1,7.0,6.3,1.0
RA-14992024,2026-03-06 11:33:59.499006+00:00,7.9148,12,8.4,9.3,6.9,8.1,6.5,7.1,0.0
RA-7882024,2026-03-06 11:33:59.499006+00:00,7.922106827,10,8.4,9.5,6.3,8.4,5.8,7.8,0.0
RA-15002024,2026-03-06 11:33:59.499006+00:00,7.36045,11,9.5,8.3,6.9,8.4,3.5,7.6,0.0
RA-7772024,2026-03-06 11:33:59.499006+00:00,7.563515408,10,8.0,8.8,7.5,8.1,4.5,7.7,0.0
RA-10632024,2026-03-06 11:33:59.499006+00:00,7.27925,12,5.3,9.8,7.5,7.8,7.8,6.1,1.0
RA-6642024,2026-03-06 11:33:59.499006+00:00,7.501724409,12,9.0,6.8,7.5,8.1,5.8,7.7,0.0
RA-15012024,2026-03-06 11:33:59.499006+00:00,8.04495,11,9.5,10.0,7.5,8.4,5.0,7.5,0.0
RA-7642024,2026-03-06 11:33:59.499006+00:00,7.83837029,10,8.0,7.9,7.5,8.4,6.0,8.3,0.0
RA-10642024,2026-03-06 11:33:59.499006+00:00,8.980235088,11,9.5,9.7,7.5,8.8,8.5,8.8,0.0
RA-10652024,2026-03-06 11:33:59.499006+00:00,8.863493478,11,9.5,8.8,6.3,9.1,9.3,8.8,0.0
RA-15022024,2026-03-06 11:33:59.499006+00:00,6.886091026,12,8.0,7.6,7.5,7.8,5.3,7.4,1.0
RA-7812024,2026-03-06 11:33:59.499006+00:00,8.496283333,11,8.0,9.8,7.5,8.4,7.3,8.5,0.0
RA-6082024,2026-03-06 11:33:59.499006+00:00,5.778986232,11,9.0,3.1,6.9,7.2,4.3,5.1,0.0
RA-7962024,2026-03-06 11:33:59.499006+00:00,7.052457703,12,8.5,8.2,7.5,7.9,5.3,7.3,1.0
RA-7972024,2026-03-06 11:33:59.499006+00:00,6.597315152,12,9.2,4.8,7.5,6.7,7.3,6.7,1.0
RA-6362024,2026-03-06 11:33:59.499006+00:00,6.380227911,12,8.0,4.9,7.5,6.9,5.3,5.6,0.0
RA-11402024,2026-03-06 11:33:59.499006+00:00,7.347388038,12,6.8,6.1,7.5,8.1,7.0,7.4,0.0
RA-15032024,2026-03-06 11:33:59.499006+00:00,6.9917,13,7.5,10.0,7.5,9.0,2.8,7.7,1.0
RA-8142024,2026-03-06 11:33:59.499006+00:00,7.971648485,11,7.4,9.1,7.5,7.5,7.5,7.1,0.0
RA-6372024,2026-03-06 11:33:59.499006+00:00,7.685321212,12,7.5,6.2,7.5,8.3,7.8,7.8,0.0
RA-6522024,2026-03-06 11:33:59.499006+00:00,7.36189697,11,8.0,6.9,7.5,7.9,5.5,7.7,0.0
RA-8162024,2026-03-06 11:33:59.499006+00:00,8.929745455,11,7.0,9.8,7.5,9.2,9.3,8.8,0.0
RA-15042024,2026-03-06 11:33:59.499006+00:00,6.057060606,12,7.5,4.6,5.6,5.8,6.8,6.9,1.0
RA-6382024,2026-03-06 11:33:59.499006+00:00,6.746487879,11,8.5,5.7,7.5,8.1,5.0,5.9,0.0
RA-15052024,2026-03-06 11:33:59.499006+00:00,6.719917172,13,9.5,7.5,7.5,8.8,3.8,6.9,1.0
RA-6432024,2026-03-06 11:33:59.499006+00:00,6.402239075,12,9.0,6.9,7.5,8.1,4.5,5.8,1.0
RA-6452024,2026-03-06 11:33:59.499006+00:00,7.502239394,12,7.4,8.4,7.5,7.7,5.3,7.6,0.0
RA-10682024,2026-03-06 11:33:59.499006+00:00,9.01500303,11,9.5,9.1,7.5,8.5,9.5,8.7,0.0
RA-7982024,2026-03-06 11:33:59.499006+00:00,4.674365368,12,6.8,3.5,7.5,5.0,4.8,2.9,1.0
RA-7992024,2026-03-06 11:33:59.499006+00:00,7.702648485,11,7.9,9.1,7.5,7.9,5.3,7.5,0.0
RA-15062024,2026-03-06 11:33:59.499006+00:00,7.151855844,11,8.0,8.4,7.5,6.5,3.5,7.9,0.0
RA-8022024,2026-03-06 11:33:59.499006+00:00,7.831797403,11,7.5,7.0,7.5,8.3,8.8,6.7,0.0
RA-15072024,2026-03-06 11:33:59.499006+00:00,5.046077056,12,6.9,4.4,7.5,4.6,5.0,3.8,1.0
RA-10712024,2026-03-06 11:33:59.499006+00:00,4.804862338,12,8.0,4.2,7.5,4.2,4.5,3.0,1.0
RA-15082024,2026-03-06 11:33:59.499006+00:00,8.180420779,10,7.5,7.2,7.5,7.5,9.3,8.2,0.0
RA-15092024,2026-03-06 11:33:59.499006+00:00,7.560230303,11,8.5,6.5,7.5,6.7,7.5,7.4,0.0
RA-15102024,2026-03-06 11:33:59.499006+00:00,9.464745454,11,10.0,9.8,7.5,9.6,10.0,9.0,0.0
RA-7852024,2026-03-06 11:33:59.499006+00:00,9.154866667,11,9.5,10.0,7.5,8.8,9.0,8.9,0.0
RA-15112024,2026-03-06 11:33:59.499006+00:00,8.921707764,11,10.0,9.3,7.5,8.4,8.8,8.6,0.0
RA-7522024,2026-03-06 11:33:59.499006+00:00,6.57279265,12,9.5,7.5,7.5,5.9,5.8,5.6,1.0
RA-7902024,2026-03-06 11:33:59.499006+00:00,6.808935507,13,7.5,6.8,7.5,7.2,6.8,6.9,1.0
RA-5902024,2026-03-06 11:33:59.499006+00:00,6.712378054,12,8.0,8.5,6.3,7.5,4.0,7.7,1.0
RA-15122024,2026-03-06 11:33:59.499006+00:00,8.10445,10,9.5,10.0,7.5,7.8,5.5,7.6,0.0
RA-4722024,2026-03-06 11:33:59.499006+00:00,6.639761077,14,7.5,7.5,7.5,6.3,6.3,6.3,1.0
RA-6282024,2026-03-06 11:33:59.499006+00:00,8.236616667,13,9.0,10.0,7.5,7.2,9.0,7.8,1.0
RA-15132024,2026-03-06 11:33:59.499006+00:00,6.550917172,12,8.5,7.5,7.5,7.5,3.8,7.2,1.0
RA-15142024,2026-03-06 11:33:59.499006+00:00,7.520576263,12,9.0,8.0,7.5,7.2,5.5,7.3,0.0
RA-6292024,2026-03-06 11:33:59.499006+00:00,8.061295238,11,10.0,9.5,7.5,7.5,6.0,7.3,0.0
RA-8322024,2026-03-06 11:33:59.499006+00:00,8.240330435,11,9.0,8.7,7.5,7.5,8.0,7.5,0.0
RA-15152024,2026-03-06 11:33:59.499006+00:00,5.832133333,12,6.4,6.7,6.3,6.9,3.5,6.7,1.0
RA-8332024,2026-03-06 11:33:59.499006+00:00,8.518457764,11,9.0,9.3,7.5,8.1,8.0,7.9,0.0
RA-10732024,2026-03-06 11:33:59.499006+00:00,7.085994577,13,9.2,6.4,7.5,6.9,6.5,5.8,0.0
RA-4942024,2026-03-06 11:33:59.499006+00:00,7.922281328,13,7.5,7.3,8.8,7.8,6.3,8.9,0.0
RA-4842024,2026-03-06 11:33:59.499006+00:00,3.835477657,13,8.3,3.9,2.5,3.4,0.0,3.1,0.0
RA-4962024,2026-03-06 11:33:59.499006+00:00,6.726607508,13,10.0,5.3,6.3,6.7,5.7,6.2,0.0
RA-15172024,2026-03-06 11:33:59.499006+00:00,6.240744444,15,9.2,4.3,9.4,7.5,4.7,6.7,1.0
RA-15182024,2026-03-06 11:33:59.499006+00:00,5.721382143,15,7.1,5.7,9.4,7.7,1.8,6.6,1.0
RA-2272024,2026-03-06 11:33:59.499006+00:00,8.074015455,13,9.6,8.1,9.4,7.5,6.5,7.5,0.0
RA-4872024,2026-03-06 11:33:59.499006+00:00,9.417137302,12,9.2,9.4,9.4,9.1,9.7,9.2,0.0
RA-10762024,2026-03-06 11:33:59.499006+00:00,7.479598365,13,8.3,7.8,8.1,7.0,6.3,6.5,0.0
RA-10842024,2026-03-06 11:33:59.499006+00:00,6.907110965,12,8.8,7.7,5.6,7.0,3.7,7.5,0.0
RA-3462024,2026-03-06 11:33:59.499006+00:00,7.761749603,12,10.0,9.1,2.5,8.0,6.2,8.3,0.0
RA-5462024,2026-03-06 11:33:59.499006+00:00,5.70242601,13,5.8,3.8,8.1,5.2,4.7,5.5,0.0
RA-10872024,2026-03-06 11:33:59.499006+00:00,6.913936532,13,7.9,8.4,8.8,7.2,2.7,6.6,0.0
RA-15202024,2026-03-06 11:33:59.499006+00:00,7.002646212,14,8.3,9.1,8.8,7.7,3.8,7.3,1.0
RA-10722024,2026-03-06 11:33:59.499006+00:00,7.815385675,12,8.8,5.6,8.8,8.0,8.2,7.5,0.0
RA-15212024,2026-03-06 11:33:59.499006+00:00,5.065788844,14,7.5,6.2,2.5,6.1,3.2,5.5,1.0
RA-10792024,2026-03-06 11:33:59.499006+00:00,5.42534133,13,7.5,4.5,2.5,4.2,6.3,4.2,0.0
RA-3312024,2026-03-06 11:33:59.499006+00:00,6.231045707,14,8.8,7.7,8.8,6.1,3.5,5.6,1.0
RA-15222024,2026-03-06 11:33:59.499006+00:00,8.3261,13,8.8,10.0,9.4,6.9,7.0,7.1,0.0
RA-5312024,2026-03-06 11:33:59.499006+00:00,7.912792647,12,9.2,9.8,4.4,8.0,6.7,7.3,0.0
RA-15242024,2026-03-06 11:33:59.499006+00:00,5.547380556,14,7.9,2.8,7.5,7.7,4.0,6.9,1.0
RA-11472024,2026-03-06 11:33:59.499006+00:00,5.833118519,15,8.8,6.1,8.8,6.3,3.2,5.5,1.0
RA-5172024,2026-03-06 11:33:59.499006+00:00,5.880466583,14,7.5,5.3,2.5,6.0,5.0,6.1,0.0
RA-3252024,2026-03-06 11:33:59.499006+00:00,8.385133333,12,9.2,9.9,7.5,8.3,7.0,7.6,0.0
RA-15252024,2026-03-06 11:33:59.499006+00:00,7.778263492,13,7.9,8.3,5.6,8.5,7.0,7.6,0.0
RA-5182024,2026-03-06 11:33:59.499006+00:00,6.346748371,12,8.3,6.8,2.5,7.1,4.0,6.9,0.0
RA-11462024,2026-03-06 11:33:59.499006+00:00,5.393308605,15,10.0,5.0,6.9,6.3,2.0,5.9,1.0
RA-5302024,2026-03-06 11:33:59.499006+00:00,7.214534419,12,8.8,6.5,9.4,7.1,4.5,7.5,0.0
RA-5242024,2026-03-06 11:33:59.499006+00:00,7.026322556,13,7.1,5.1,2.5,8.3,8.7,7.4,0.0
RA-5262024,2026-03-06 11:33:59.499006+00:00,7.843157895,14,9.6,9.4,8.1,7.3,7.3,7.5,1.0
RA-5282024,2026-03-06 11:33:59.499006+00:00,7.276330075,13,9.2,5.8,7.5,7.3,6.7,6.9,0.0
RA-5342024,2026-03-06 11:33:59.499006+00:00,7.088855054,14,9.6,6.0,7.5,7.5,5.0,7.1,0.0
RA-10972024,2026-03-06 11:33:59.499006+00:00,5.475324896,15,10.0,4.8,6.3,6.0,3.0,5.9,1.0
RA-3602024,2026-03-06 11:33:59.499006+00:00,6.293175689,14,8.3,5.6,5.0,7.7,5.8,7.0,1.0
RA-15262024,2026-03-06 11:33:59.499006+00:00,7.9798,13,9.2,10.0,8.8,8.1,3.8,8.1,0.0
RA-10772024,2026-03-06 11:33:59.499006+00:00,5.543865741,12,0.0,7.7,6.9,6.4,2.0,6.4,0.0
RA-3632024,2026-03-06 11:33:59.499006+00:00,7.617803571,14,9.6,9.5,5.6,7.3,5.3,7.0,0.0
RA-3402024,2026-03-06 11:33:59.499006+00:00,6.715437329,13,7.9,6.6,7.5,6.6,5.2,5.8,0.0
RA-15272024,2026-03-06 11:33:59.499006+00:00,8.631675,13,9.2,10.0,7.5,8.0,8.0,7.8,0.0
RA-5092024,2026-03-06 11:33:59.499006+00:00,6.918152273,13,9.2,6.4,2.5,8.3,6.0,7.2,0.0
RA-5002024,2026-03-06 11:33:59.499006+00:00,8.077708333,12,9.6,10.0,2.5,8.6,6.7,8.4,0.0
RA-15282024,2026-03-06 11:33:59.499006+00:00,7.622584091,13,9.2,7.8,7.5,8.0,5.7,7.3,0.0
RA-10892024,2026-03-06 11:33:59.499006+00:00,7.622153175,12,9.2,7.0,8.1,7.2,6.8,7.0,0.0
RA-10902024,2026-03-06 11:33:59.499006+00:00,7.765283138,14,9.6,7.6,7.5,7.8,6.3,7.4,0.0
RA-10932024,2026-03-06 11:33:59.499006+00:00,8.507902778,12,7.5,7.7,8.1,8.9,8.7,8.9,0.0
RA-10942024,2026-03-06 11:33:59.499006+00:00,8.016478571,12,9.2,9.5,2.5,8.4,7.3,8.2,0.0
RA-10952024,2026-03-06 11:33:59.499006+00:00,6.108547515,14,7.5,7.8,7.5,5.5,2.3,5.1,0.0
RA-10982024,2026-03-06 11:33:59.499006+00:00,6.574456251,14,8.8,5.8,7.5,7.3,3.5,6.7,0.0
RA-11062024,2026-03-06 11:33:59.499006+00:00,5.936272086,13,8.3,5.4,7.5,7.7,0.0,7.5,0.0
RA-5682024,2026-03-06 11:33:59.499006+00:00,5.545864286,16,7.9,3.3,8.1,6.6,5.2,5.5,1.0
RA-5582024,2026-03-06 11:33:59.499006+00:00,5.048054503,16,9.2,3.8,8.1,6.1,3.0,4.3,1.0
RA-5592024,2026-03-06 11:33:59.499006+00:00,6.158158974,13,10.0,5.7,8.1,6.3,3.2,4.7,0.0
RA-15292024,2026-03-06 11:33:59.499006+00:00,6.710079487,14,6.7,7.4,7.5,8.1,5.5,7.0,1.0
RA-11082024,2026-03-06 11:33:59.499006+00:00,6.01721501,13,9.2,3.8,8.1,7.2,3.7,5.4,0.0
RA-5422024,2026-03-06 11:33:59.499006+00:00,6.720564959,13,8.8,6.5,8.1,7.0,3.9,6.2,0.0
RA-15302024,2026-03-06 11:33:59.499006+00:00,4.639153571,13,0.0,2.5,8.1,7.0,2.8,5.3,0.0
RA-5552024,2026-03-06 11:33:59.499006+00:00,5.111470186,14,10.0,2.8,6.9,5.0,4.3,5.0,1.0
RA-15312024,2026-03-06 11:33:59.499006+00:00,7.049179013,14,8.8,8.0,7.5,7.3,5.8,7.1,1.0
RA-10992024,2026-03-06 11:33:59.499006+00:00,7.332483333,14,8.3,8.1,10.0,7.8,3.8,6.6,0.0
RA-11542024,2026-03-06 11:33:59.499006+00:00,7.566075,14,7.9,9.2,7.5,7.3,8.0,6.7,1.0
RA-3812024,2026-03-06 11:33:59.499006+00:00,5.940775,15,8.3,6.1,7.5,6.7,3.7,6.1,1.0
RA-3642024,2026-03-06 11:33:59.499006+00:00,8.269703758,13,8.8,9.5,7.5,8.0,7.5,7.2,0.0
RA-5392024,2026-03-06 11:33:59.499006+00:00,8.465533333,13,10.0,9.2,7.5,8.8,5.8,9.1,0.0
RA-5732024,2026-03-06 11:33:59.499006+00:00,7.83905,13,9.2,9.5,8.8,7.8,5.0,6.8,0.0
RA-11072024,2026-03-06 11:33:59.499006+00:00,5.9731,13,8.8,6.2,2.5,7.5,2.5,6.8,0.0
RA-3682024,2026-03-06 11:33:59.499006+00:00,6.782158333,15,7.9,6.2,7.5,7.7,7.0,6.7,1.0
RA-3872024,2026-03-06 11:33:59.499006+00:00,6.1255,15,7.5,7.2,7.5,6.3,4.3,6.0,1.0
RA-5562024,2026-03-06 11:33:59.499006+00:00,5.833377381,13,7.1,6.2,2.5,6.4,3.8,6.2,0.0
RA-3892024,2026-03-06 11:33:59.499006+00:00,7.207955128,13,9.6,6.7,8.8,6.6,5.2,6.7,0.0
RA-3902024,2026-03-06 11:33:59.499006+00:00,6.547223684,13,7.5,6.1,8.8,6.6,4.2,6.1,0.0
RA-3762024,2026-03-06 11:33:59.499006+00:00,5.896573589,14,10.0,8.3,2.5,6.6,2.8,6.3,1.0
RA-5842024,2026-03-06 11:33:59.499006+00:00,6.752914394,12,8.8,5.6,8.8,7.3,4.3,6.4,0.0
RA-5352024,2026-03-06 11:33:59.499006+00:00,7.659555952,12,9.2,7.2,8.1,8.0,6.0,7.5,0.0
RA-5472024,2026-03-06 11:33:59.499006+00:00,7.210290672,13,8.8,7.0,8.1,5.6,6.8,5.9,0.0
RA-5572024,2026-03-06 11:33:59.499006+00:00,9.350986466,12,10.0,8.8,7.5,10.0,9.7,9.6,0.0
RA-5482024,2026-03-06 11:33:59.499006+00:00,7.240168803,13,9.2,7.6,7.5,5.9,6.7,5.6,0.0
RA-15322024,2026-03-06 11:33:59.499006+00:00,4.548544781,15,0.0,3.9,7.5,7.5,2.0,6.8,1.0
RA-5382024,2026-03-06 11:33:59.499006+00:00,6.514094017,14,8.8,7.7,7.5,5.6,6.2,5.3,1.0
RA-5632024,2026-03-06 11:33:59.499006+00:00,8.595447619,12,9.2,9.5,8.1,8.1,8.3,7.5,0.0
RA-11572024,2026-03-06 11:33:59.499006+00:00,7.916082937,15,9.6,9.1,7.5,8.0,7.0,8.5,1.0
RA-2582024,2026-03-06 11:33:59.499006+00:00,6.429063889,13,7.1,6.9,7.5,7.3,2.5,6.7,0.0
RA-3692024,2026-03-06 11:33:59.499006+00:00,5.667282265,13,8.8,4.9,7.5,6.4,1.7,5.4,0.0
RA-3752024,2026-03-06 11:33:59.499006+00:00,7.970034615,13,9.6,9.4,7.5,7.2,6.8,6.4,0.0
RA-15332024,2026-03-06 11:33:59.499006+00:00,9.089828986,14,9.2,9.7,8.1,8.5,9.5,8.3,0.0
RA-15342024,2026-03-06 11:33:59.499006+00:00,7.188366667,13,7.9,9.7,8.1,8.0,1.2,8.1,0.0
RA-11602024,2026-03-06 11:33:59.499006+00:00,6.274190982,14,8.8,8.2,7.5,6.3,3.2,6.2,1.0
RA-5622024,2026-03-06 11:33:59.499006+00:00,8.392733333,13,8.3,9.8,8.1,7.6,7.8,7.3,0.0
RA-11122024,2026-03-06 11:33:59.499006+00:00,6.856082394,13,9.6,9.0,8.1,5.4,4.0,4.7,0.0
RA-15352024,2026-03-06 11:33:59.499006+00:00,7.10939097,13,8.8,5.1,7.5,7.1,5.8,7.9,0.0
RA-15362024,2026-03-06 11:33:59.499006+00:00,7.653744444,15,9.2,8.7,8.1,7.9,7.0,7.5,1.0
RA-3572024,2026-03-06 11:33:59.499006+00:00,7.731569404,14,8.8,9.0,8.1,7.9,7.7,7.1,1.0
RA-5832024,2026-03-06 11:33:59.499006+00:00,7.447591036,14,7.9,8.9,8.1,6.9,5.0,6.9,0.0
RA-15372024,2026-03-06 11:33:59.499006+00:00,8.176263231,14,9.2,8.3,8.1,8.1,8.7,8.7,1.0
RA-11312024,2026-03-06 11:33:59.499006+00:00,8.288955556,13,8.3,9.3,6.3,7.3,8.3,7.9,0.0
RA-4032024,2026-03-06 11:33:59.499006+00:00,8.008488889,14,8.8,7.4,7.5,8.5,7.7,7.6,0.0
RA-4692024,2026-03-06 11:33:59.499006+00:00,7.684639869,13,9.2,9.5,7.5,7.3,5.0,6.9,0.0
RA-11212024,2026-03-06 11:33:59.499006+00:00,8.407166667,12,9.6,10.0,7.5,7.1,6.7,8.3,0.0
RA-4222024,2026-03-06 11:33:59.499006+00:00,5.544981481,14,7.5,6.2,7.5,6.5,2.8,5.5,1.0
RA-15392024,2026-03-06 11:33:59.499006+00:00,7.709588889,13,6.7,9.0,6.9,7.7,6.8,7.1,0.0
RA-6182024,2026-03-06 11:33:59.499006+00:00,6.718348148,15,10.0,8.3,6.9,6.7,4.2,6.8,1.0
RA-6692024,2026-03-06 11:33:59.499006+00:00,6.64387037,12,7.5,4.9,7.5,7.3,5.3,6.9,0.0
RA-4082024,2026-03-06 11:33:59.499006+00:00,6.52762963,14,7.5,5.0,7.5,7.1,4.8,6.8,0.0
RA-4092024,2026-03-06 11:33:59.499006+00:00,8.225462963,13,9.6,9.2,7.5,7.9,7.2,7.2,0.0
RA-4642024,2026-03-06 11:33:59.499006+00:00,6.872009064,15,9.2,7.9,8.8,7.2,4.3,7.1,1.0
